"DEFAULT","GENDER","AGE","CITIZEN","PART","INCOME","BALANCE"
"No","Male",39,"IT","No",55230.65,1215.17
"No","Male",39,"GE","No",55230.65,1215.17
"No","Male",37,"FR","No",47095.22,1297.39
"No","Female",39,"IT","No",48796.85,1213.79
"No","Male",34,"SP","No",50246.72,591
"No","Male",46,"GR","No",35532.4,1438.83
"No","Female",38,"IT","No",48859.26,438.23
"No","Female",45,"SP","No",37428.22,783
"No","Female",39,"GE","No",32168.55,621.17
"No","Male",41,"IT","No",52689.54,994.2
"No","Male",35,"SP","No",46953.38,537.59
"No","Male",44,"GE","No",46953.38,537.59
"No","Male",44,"HO","No",52975.26,1663.62
"No","Male",38,"FR","No",52975.26,1663.62
"No","Female",38,"SP","Yes",19665.83,1196.04
"No","Male",45,"IT","No",41415.4,157.28
"No","Male",36,"GR","No",43737.9,525.49
"Yes","Male",28,"SP","Yes",21331.31,2321.88
"No","Female",37,"PO","No",33880.3,1244.39
"No","Male",44,"UK","No",44225.62,5
"No","Male",37,"GR","Yes",10154.16,492.66
"No","Male",37,"UK","No",39311.33,530.25
"No","Male",36,"GR","No",38285.75,956.99
"No","Female",35,"FR","Yes",18949.03,867.9
"No","Female",39,"FR","No",47328.98,315.85
"Yes","Male",36,"GR","No",35691.64,1342.26
"No","Male",39,"GE","Yes",8833.67,882.98
"No","Male",42,"FR","Yes",21590.03,973.9
"No","Male",42,"GE","No",34945.8,1326.06
"No","Male",38,"IT","No",34945.8,1326.06
"No","Male",37,"DE","No",50805.04,5
"Yes","Male",35,"GE","Yes",19335.89,2334.12
"No","Male",39,"UK","No",28525.4,303.79
"No","Male",40,"UK","No",35131.3,634.5
"No","Male",43,"SP","Yes",18750.75,853.82
"No","Male",39,"IT","No",36898.93,1290.19
"No","Male",46,"SP","No",36898.93,1290.19
"No","Male",40,"SP","No",33488.41,1348.79
"Yes","Male",31,"UK","No",44326.58,1632.89
"No","Male",38,"SP","No",32594.66,693.63
"No","Male",39,"IT","No",43435.84,467.58
"No","Male",35,"SP","Yes",15304.26,1322.59
"No","Male",49,"UK","No",58070.11,829.28
"No","Female",38,"GE","No",37884.57,1236.22
"Yes","Male",31,"IT","No",58271.39,2147.31
"No","Male",39,"GE","No",42446.04,516.22
"No","Male",38,"SP","No",26798.07,918.01
"No","Male",44,"GE","Yes",14329.77,1378.91
"No","Male",40,"UK","Yes",21369.28,482.55
"No","Male",38,"UK","Yes",16677.31,1411.61
"Yes","Male",34,"GE","Yes",29100.82,1803.94
"No","Male",41,"GE","No",40814.65,964.52
"No","Male",41,"GE","Yes",24918.42,1288.55
"No","Male",40,"GE","Yes",20011.47,1119.39
"No","Male",44,"GE","Yes",25038.82,1468.8
"No","Male",48,"FR","Yes",13580.95,1168.34
"No","Male",35,"FR","No",56100.11,541.78
"No","Female",38,"GE","No",29967.17,1055.41
"No","Female",44,"PO","No",40063.73,387.76
"No","Female",36,"UK","No",43335.99,794.18
"No","Male",36,"GE","No",48764.02,752.22
"No","Male",44,"FR","No",28327.55,918.75
"No","Male",38,"GR","No",44748.79,997.48
"No","Male",44,"UK","Yes",12268.36,1234.25
"No","Male",36,"HO","Yes",30295.63,985.26
"No","Male",38,"FR","No",40866.02,1023.2
"No","Male",37,"GE","No",54207.17,1786.46
"No","Female",46,"UK","Yes",12603.3,1221.81
"No","Male",37,"UK","No",48283.19,739.65
"No","Male",37,"UK","No",36513.62,1580.87
"No","Male",42,"FR","No",53273.34,5
"Yes","Male",34,"FR","No",49310.33,1673.49
"No","Male",37,"GE","No",19354.4,1023.05
"No","Female",39,"FR","No",35140.46,1235.78
"No","Male",43,"IT","Yes",13795.96,672.69
"No","Female",38,"FR","No",48855.45,901.21
"Yes","Male",29,"GE","Yes",20911.7,2216.02
"No","Male",44,"GR","No",33423.94,828.97
"No","Male",40,"GR","No",33500.57,481.26
"Yes","Male",32,"UK","No",36548.82,1319.82
"No","Female",38,"UK","No",47060.63,172.98
"Yes","Female",35,"GE","Yes",19393.48,1819.94
"Yes","Male",34,"FR","Yes",13678.51,2047.42
"No","Male",44,"HO","No",59416.16,887.59
"No","Male",37,"GE","No",36613.71,814.29
"No","Female",39,"IT","Yes",20225.81,1828.61
"Yes","Male",36,"GE","No",61474.93,1644.7
"No","Male",43,"FR","No",52224.49,955.09
"No","Male",52,"GE","No",16157.22,125.1
"No","Male",40,"GR","No",41194.07,5
"No","Female",36,"GE","No",48095.07,974
"No","Male",37,"FR","Yes",20409.04,1850.61
"No","Male",36,"UK","Yes",20409.04,1850.61
"No","Female",43,"GR","Yes",20409.04,1850.61
"Yes","Male",36,"SP","No",14664.14,1823.4
"No","Male",40,"UK","Yes",18001.86,1009.91
"No","Female",40,"HO","Yes",7112.41,1795.22
"No","Male",39,"DE","No",44379.75,849
"No","Male",35,"SP","No",58764.36,588.78
"No","Male",42,"FR","Yes",13680.11,1084.04
"Yes","Male",35,"GE","No",31754.52,698.57
"No","Female",42,"IT","Yes",17331.33,1581.07
"No","Male",41,"UK","No",21753.36,199.17
"No","Male",36,"UK","Yes",11556.18,1759.41
"No","Male",37,"DE","Yes",18837.42,1770.8
"No","Male",36,"SP","Yes",18837.42,1770.8
"Yes","Male",29,"GE","Yes",20780.69,2182.6
"No","Male",42,"GE","No",35920.66,696.01
"No","Male",33,"SP","Yes",17934.49,1489.05
"No","Male",35,"UK","No",37685.45,776.9
"No","Male",38,"GE","No",28814.18,202.07
"No","Female",45,"DE","No",31664.07,937.92
"No","Female",35,"GE","No",43535.94,891.39
"No","Male",45,"GE","No",55892.73,817.09
"No","Male",37,"UK","Yes",20332.39,908.85
"No","Male",40,"FR","No",51338.22,401.71
"No","Male",37,"HO","No",43189.66,66.77
"No","Male",34,"GE","No",34469.98,1309.41
"No","Female",41,"GE","No",34469.98,1309.41
"Yes","Male",40,"FR","No",50327.37,1672.03
"No","Male",36,"FR","No",38297.85,705.1
"No","Male",39,"GR","No",21153.48,748.14
"No","Male",39,"SP","Yes",21278.83,341.49
"Yes","Male",39,"GE","No",40371.12,1396.79
"Yes","Male",29,"FR","Yes",20837.21,2291.62
"No","Female",42,"GE","No",25728.87,663.24
"No","Female",39,"GE","No",45400.02,684.19
"No","Male",42,"FR","No",36584.08,599.67
"No","Male",41,"IT","No",43191.31,1251.24
"No","Female",38,"FR","Yes",12102.82,975.92
"No","Male",39,"UK","No",28439.59,165.97
"No","Male",36,"UK","No",40858.87,1258.88
"No","Female",40,"UK","No",40858.87,1258.88
"No","Male",40,"FR","No",30219.15,1372.76
"No","Male",43,"DE","No",43809.26,1203.21
"No","Male",36,"GE","No",49424.31,413.58
"No","Female",36,"GE","No",25680.17,469.05
"No","Male",48,"IT","No",53331.28,918.55
"No","Male",50,"PO","No",53331.28,918.55
"No","Male",42,"UK","Yes",24820.86,1777.74
"No","Male",44,"SP","No",48899.34,695.49
"No","Female",39,"SP","No",49730.7,377.73
"No","Male",44,"UK","No",41930.16,1246.63
"No","Male",35,"GE","No",41930.16,1246.63
"No","Male",35,"GE","No",41930.16,1246.63
"No","Male",37,"UK","No",27750.82,395.61
"No","Male",47,"SP","Yes",17922.4,638.07
"No","Male",45,"GE","No",29980.33,681.58
"No","Male",41,"SP","No",12740.86,558.18
"No","Male",40,"GE","No",31216.79,150.77
"Yes","Male",48,"UK","Yes",21024.27,1665.71
"No","Female",36,"UK","No",52761.41,1086.19
"No","Male",35,"GE","No",47761.4,918.95
"No","Male",40,"FR","No",43611.46,1308.27
"No","Female",41,"UK","No",35044.73,1114.54
"No","Male",49,"SP","Yes",16908.14,815.55
"No","Female",34,"UK","No",45523.5,752.99
"No","Male",34,"GE","No",45523.5,752.99
"No","Male",36,"GR","No",45523.5,752.99
"No","Female",38,"SP","No",46569.17,570.92
"No","Male",40,"FR","No",46569.17,570.92
"No","Male",37,"SP","No",43256.4,1082.12
"No","Female",44,"DE","No",52019.35,1323.18
"No","Male",36,"UK","No",46116.13,311.89
"No","Female",36,"GE","Yes",14519.47,465.87
"No","Male",33,"GE","No",28094.16,5
"No","Male",39,"UK","No",50249.42,138.62
"No","Male",45,"GE","No",42481.5,763.18
"No","Male",43,"GE","Yes",19906.73,1195.81
"No","Female",35,"GE","Yes",8154.24,1678.38
"No","Female",38,"DE","No",38532.19,1257.96
"Yes","Male",33,"UK","No",37366.77,2054.45
"No","Male",47,"SP","Yes",16935.19,1262.93
"No","Male",44,"FR","Yes",24418.21,1052.6
"No","Male",38,"GE","Yes",24418.21,1052.6
"No","Female",40,"FR","No",51051.34,249.1
"No","Female",37,"SP","No",23991.04,768.16
"No","Female",47,"GE","No",42225.37,931.04
"No","Male",38,"SP","Yes",17578,5
"No","Female",38,"IT","No",57553.98,682.6
"No","Male",40,"DE","No",47669.74,1635.22
"No","Male",41,"UK","No",47669.74,1635.22
"No","Male",39,"GE","No",38647.37,773.48
"No","Male",37,"UK","No",19759.12,1092.52
"No","Female",39,"GR","No",37842.05,463.93
"Yes","Male",32,"GE","No",21541.3,1350.6
"No","Male",36,"FR","Yes",5386.18,935.76
"Yes","Male",33,"GE","Yes",32761.05,1337.24
"No","Male",37,"IT","Yes",15382.61,1247.46
"No","Male",40,"FR","No",43650.53,980.76
"No","Male",35,"UK","No",40874.83,185.01
"No","Male",38,"UK","No",36132.81,339.96
"No","Female",39,"IT","No",43836.7,303.9
"No","Male",39,"IT","No",47956.52,536.21
"Yes","Male",32,"FR","Yes",17012.44,1926.37
"No","Female",43,"GE","No",28691.84,1324.49
"No","Male",39,"DE","Yes",25819.49,1587.13
"No","Male",35,"IT","Yes",25819.49,1587.13
"No","Male",43,"SP","No",46542.99,5
"No","Male",41,"SP","No",31303.16,1416.22
"No","Male",42,"DE","No",44232.14,230.01
"No","Female",45,"FR","No",49999.5,207.3
"No","Male",43,"FR","Yes",10214.71,515.15
"Yes","Female",29,"UK","No",38203.51,1708.66
"No","Female",33,"SP","No",35570.21,372.74
"No","Male",39,"DE","Yes",9804.67,1009.9
"No","Male",37,"UK","No",40282.49,174.41
"No","Male",48,"GE","No",36275.65,1005.1
"Yes","Male",31,"UK","Yes",18166.32,1807.67
"No","Female",49,"SP","No",30332.99,1456.41
"No","Female",43,"SP","Yes",17816.62,1473.63
"No","Female",43,"GE","No",30175.94,1345.38
"No","Male",42,"HO","No",33046.19,1616.11
"No","Male",38,"GR","No",52822.4,1004.12
"No","Male",49,"UK","No",51189.11,1349.19
"Yes","Male",35,"UK","No",38406.36,1854.6
"Yes","Female",37,"GE","No",18810.8,1436.31
"No","Male",37,"GE","No",62128.67,5
"No","Male",39,"FR","No",48753.56,885
"No","Male",44,"SP","Yes",25574.44,410.47
"No","Female",46,"GE","No",31739.51,1386.3
"No","Male",39,"FR","No",45720.01,906.08
"No","Male",47,"GE","No",40758,1071.01
"No","Male",36,"SP","No",43322.19,1345.45
"No","Male",40,"GE","No",27002.07,1006.05
"No","Male",33,"FR","Yes",14746.89,1670.13
"No","Male",44,"UK","Yes",7105.29,291.96
"No","Male",43,"FR","No",31750.78,381.52
"No","Female",39,"FR","Yes",14726.38,851.73
"No","Female",40,"GE","No",58757.68,853.44
"No","Female",41,"GR","Yes",20569.64,970.43
"No","Male",34,"GE","Yes",16837.21,1098.45
"Yes","Male",30,"UK","No",47916.29,1549.89
"No","Female",39,"UK","No",54945.58,309.84
"No","Male",37,"GR","No",36709.67,1477.53
"No","Female",53,"GE","No",34310.29,1219.35
"No","Male",36,"SP","No",35067.27,557.37
"No","Female",34,"FR","Yes",28929.38,1305.81
"No","Male",45,"GE","Yes",28929.38,1305.81
"No","Male",46,"IT","Yes",28929.38,1305.81
"No","Male",37,"FR","Yes",14256.24,344.31
"No","Male",34,"GE","Yes",16772.62,1245.27
"Yes","Male",35,"FR","No",51704.92,1563.54
"Yes","Male",33,"SP","Yes",18087.69,1433.17
"No","Male",51,"FR","Yes",10514.83,1238.59
"No","Male",40,"FR","No",53655.27,625.62
"Yes","Male",39,"SP","Yes",10155.32,1681.48
"No","Female",45,"GR","Yes",17824.26,539.16
"No","Female",37,"HO","Yes",22986.61,900.27
"No","Male",43,"UK","Yes",22986.61,900.27
"No","Female",38,"GE","Yes",15069.05,1271
"No","Male",37,"SP","No",40982.42,847.53
"No","Female",36,"FR","No",56254.18,78.17
"No","Female",33,"HO","No",31770.62,871.23
"No","Male",38,"GE","No",36121.24,450.06
"No","Male",40,"UK","No",36121.24,450.06
"No","Female",40,"GE","No",39830.09,5
"No","Male",42,"DE","No",34642.06,1063.16
"No","Male",43,"GE","No",61937.57,926.97
"No","Female",46,"GR","Yes",13422.38,1004.36
"No","Female",44,"HO","Yes",13422.38,1004.36
"No","Female",35,"UK","No",36179.83,5
"No","Male",45,"FR","No",36179.83,5
"No","Male",40,"UK","No",36179.83,5
"No","Male",42,"PO","No",38387.72,779.26
"No","Female",34,"FR","No",32762.19,438.77
"No","Male",40,"GE","Yes",17365.57,1457.86
"No","Male",37,"UK","No",30631.96,366.2
"No","Male",40,"UK","No",30520.35,884.49
"No","Female",40,"UK","Yes",16942.31,36.84
"No","Female",44,"UK","No",40904.76,366.32
"No","Male",42,"SP","No",43585.04,577.43
"No","Male",56,"UK","No",38626.42,5
"No","Male",39,"FR","No",35141.43,866.34
"Yes","Male",32,"IT","No",36457.22,1488.47
"Yes","Male",38,"GE","Yes",19172.68,1567.68
"No","Male",51,"UK","Yes",14679.83,801.05
"No","Male",40,"FR","No",32610.81,1724.37
"No","Male",43,"FR","No",32215.53,1308.21
"No","Female",32,"PO","No",32215.53,1308.21
"Yes","Female",38,"FR","Yes",12464.3,1902.97
"No","Female",43,"SP","No",33272.15,5
"Yes","Male",42,"GE","No",21871.46,1661.75
"Yes","Female",41,"GE","No",40882.49,2075.19
"No","Male",39,"FR","No",35282.57,5
"No","Male",37,"GR","Yes",18309.42,1391.34
"Yes","Female",33,"GE","Yes",17774.53,2110
"No","Male",48,"IT","Yes",11537.89,5
"No","Male",45,"DE","Yes",11537.89,5
"No","Male",41,"UK","No",36676.79,584.19
"No","Female",47,"PO","No",30236.46,5
"No","Female",45,"GR","Yes",20914.93,58.97
"No","Female",37,"FR","No",48739.84,37.99
"No","Male",36,"FR","Yes",20672.34,1331.98
"No","Male",40,"FR","Yes",20672.34,1331.98
"No","Male",39,"IT","No",37015.56,36.09
"No","Female",35,"GR","No",37333.57,743.62
"No","Male",50,"GE","No",40142.13,969.66
"No","Male",43,"IT","Yes",24188.05,1055.02
"No","Male",40,"GE","Yes",22788.37,672.57
"Yes","Male",35,"FR","No",53506.94,1511.61
"No","Female",39,"GE","Yes",12165.73,1316.65
"No","Male",47,"GE","Yes",18053.5,1765.89
"No","Male",42,"UK","No",46760.5,463.09
"No","Male",48,"FR","No",34463.77,854.51
"No","Male",40,"GE","No",35781.13,1062.06
"No","Male",42,"SP","No",67450.69,1035.16
"No","Male",37,"UK","No",29254.87,5
"No","Female",36,"IT","No",43507.47,1285.83
"No","Male",36,"UK","No",43507.47,1285.83
"No","Female",41,"GR","No",39934.14,927.67
"No","Male",47,"SP","No",29574.23,1462.22
"No","Male",41,"SP","No",22245.51,1336.36
"No","Female",41,"FR","No",26431.27,671.73
"No","Male",39,"FR","No",29711.36,357.52
"No","Female",40,"HO","No",55089.99,959.06
"No","Female",35,"FR","No",55089.99,959.06
"No","Male",37,"SP","No",47298.72,910.48
"No","Female",33,"FR","No",38316.14,496.77
"No","Male",40,"GE","No",45763.79,124.75
"No","Male",37,"FR","No",45763.79,124.75
"No","Male",43,"HO","Yes",26119.3,1133.7
"No","Male",38,"IT","Yes",26119.3,1133.7
"No","Female",45,"IT","No",47817.56,1270.13
"No","Female",34,"UK","No",50834.41,956.92
"No","Male",36,"FR","No",54411.26,143.56
"No","Male",36,"UK","Yes",18954.39,1179.99
"No","Male",40,"FR","No",36787.02,337.65
"No","Male",40,"UK","No",55720.97,437.58
"No","Male",43,"FR","No",33110.3,963.09
"No","Male",36,"GR","No",33148.77,1336.97
"No","Female",40,"UK","No",61054.76,1158.38
"No","Male",36,"FR","Yes",16805.19,669.38
"No","Male",41,"FR","No",31710.97,779.08
"No","Female",38,"GE","Yes",16725.25,99.38
"No","Male",38,"GE","No",30653.26,1096.22
"No","Male",43,"FR","No",38559.07,1461.89
"No","Male",36,"SP","No",40555.41,561.96
"No","Male",34,"UK","No",40555.41,561.96
"No","Male",40,"FR","No",45925.89,643.48
"Yes","Male",41,"HO","Yes",17659.75,2177.15
"No","Male",35,"GE","No",24892.92,5
"No","Female",36,"FR","Yes",21042.23,565.83
"No","Female",47,"UK","Yes",18668.48,1031.87
"No","Female",37,"GE","No",51308.32,469.84
"Yes","Male",39,"SP","No",35492.13,1928.28
"Yes","Male",40,"FR","No",40346.83,1028.77
"No","Male",39,"UK","No",37409.18,493.91
"No","Male",38,"GE","No",37409.18,493.91
"No","Female",38,"IT","No",50748.27,376.03
"Yes","Male",33,"GE","No",43016.07,2037.94
"No","Male",47,"SP","Yes",14232.66,1630.2
"No","Male",53,"GE","Yes",21881.71,5
"No","Female",44,"UK","No",36731.63,184.43
"No","Female",34,"FR","No",50539.91,1247.12
"No","Male",41,"IT","Yes",29236.63,640.64
"No","Male",35,"GE","Yes",18769.58,1037.57
"Yes","Male",31,"FR","Yes",17473.18,1878
"No","Male",44,"IT","No",41909.11,790.76
"No","Male",40,"UK","No",50273.6,1997.17
"No","Female",37,"FR","No",43478.89,887.74
"Yes","Male",30,"FR","No",56182.13,1026.36
"No","Female",40,"FR","No",33705.08,556.02
"No","Male",46,"GE","No",33705.08,556.02
"No","Female",45,"UK","No",33705.08,556.02
"No","Male",39,"GE","No",34700.27,1602.81
"No","Female",44,"FR","No",37280.41,931.78
"Yes","Male",33,"FR","No",48925.93,1586.5
"Yes","Male",30,"GE","No",35067.53,1954.33
"No","Female",39,"UK","Yes",11570.73,1593.33
"Yes","Female",43,"UK","Yes",18108.96,1473.03
"No","Male",35,"UK","No",44640.74,1527.92
"No","Female",43,"SP","No",21805.79,1085.24
"No","Female",35,"PO","Yes",20214.69,1582.23
"No","Male",40,"GR","Yes",20214.69,1582.23
"No","Male",37,"FR","Yes",18693.73,885.21
"No","Female",37,"HO","No",36139.41,230.92
"No","Female",45,"IT","No",33333.56,309.74
"No","Female",43,"UK","No",48233.88,898.27
"No","Female",35,"GE","No",31307.24,245.51
"Yes","Male",37,"GE","No",26330.51,1733.82
"No","Male",38,"DE","Yes",17780.76,711.58
"No","Male",40,"SP","No",54071.34,361.74
"No","Female",44,"UK","No",54071.34,361.74
"No","Female",38,"GE","No",28079.26,1043.37
"No","Male",45,"GE","No",28079.26,1043.37
"No","Male",41,"UK","Yes",13060.01,287.79
"No","Male",40,"UK","No",38721.25,775.31
"No","Female",44,"FR","Yes",18509.3,1011.94
"No","Male",38,"GE","No",30654.69,1092.49
"No","Female",40,"FR","No",30654.69,1092.49
"No","Male",37,"FR","No",41204.29,266.28
"No","Male",37,"FR","No",35353.41,507.4
"No","Female",37,"UK","Yes",9266.53,1300.72
"No","Female",37,"GR","No",57190.87,1308.53
"No","Male",42,"FR","No",24562.12,197.33
"No","Male",47,"GE","Yes",16413,819.83
"No","Male",37,"UK","Yes",23758.58,758.14
"No","Male",38,"UK","Yes",14384.77,1151.3
"No","Male",37,"GE","No",53619.48,212.5
"No","Male",37,"HO","No",36610.89,1317.87
"No","Female",36,"SP","No",33861.55,544.14
"Yes","Male",34,"HO","No",37283.01,1412.19
"No","Male",39,"DE","No",37376.65,193.28
"No","Male",37,"UK","No",37376.65,193.28
"No","Male",35,"GE","No",32919.97,326.15
"No","Female",45,"GE","No",34007.91,626.16
"No","Male",42,"UK","No",33300.19,102.12
"No","Female",45,"GE","No",36366.99,1682.2
"No","Male",36,"SP","No",32900.71,1706.05
"No","Male",47,"GE","No",45250.73,894.33
"No","Male",34,"UK","No",45250.73,894.33
"Yes","Male",31,"UK","Yes",21100.72,2113.63
"No","Male",36,"IT","No",40996.21,542.7
"No","Male",38,"GR","No",40996.21,542.7
"No","Male",32,"SP","Yes",22431.86,1719.87
"No","Female",37,"FR","No",33785.75,533.89
"No","Male",38,"FR","No",37970.47,1621.71
"Yes","Male",29,"GR","No",18579.1,1711.17
"No","Female",37,"SP","Yes",11854.98,1350.63
"No","Female",36,"UK","No",43835.34,789.26
"No","Male",36,"FR","No",34040.31,5
"No","Male",56,"SP","No",56726.12,634.48
"No","Male",36,"FR","No",43134.53,1088.29
"No","Female",39,"SP","No",42268.28,1589.99
"No","Male",47,"GE","No",57898.42,5
"No","Male",36,"GE","No",13889.13,761.75
"No","Male",44,"HO","No",38034.14,1418.48
"No","Male",42,"UK","Yes",10484.77,864.36
"No","Male",40,"GE","No",43782.26,5
"No","Female",43,"FR","Yes",18614.04,1034.6
"No","Male",43,"GE","No",36349.44,656.02
"No","Male",39,"FR","Yes",23261.86,1393.59
"No","Male",40,"GR","No",41629.24,2033.54
"Yes","Male",33,"IT","Yes",13377.83,1936.06
"No","Male",38,"GE","No",29478.14,282.84
"No","Male",39,"GE","Yes",13995.89,886.4
"No","Male",42,"DE","Yes",13772.99,1200.59
"No","Male",40,"GE","No",43821.22,1454.98
"No","Female",34,"GE","No",43821.22,1454.98
"No","Male",39,"SP","No",49784.34,5
"No","Female",40,"FR","No",49784.34,5
"No","Male",41,"UK","Yes",21901.18,1887.88
"No","Male",40,"IT","No",39209.83,576.8
"No","Male",43,"GR","Yes",23364.05,1236.21
"No","Male",48,"UK","Yes",23364.05,1236.21
"No","Male",40,"UK","No",68610.41,1008.68
"No","Male",42,"SP","No",36997.34,772.38
"No","Male",39,"GE","No",28226.56,5
"No","Female",38,"UK","No",49465.75,573.7
"No","Male",41,"SP","No",62395.04,1410.37
"No","Male",43,"UK","Yes",12195.36,1220.52
"No","Female",43,"UK","Yes",12195.36,1220.52
"No","Female",43,"GE","No",54133.04,245.44
"No","Female",36,"DE","No",50309.06,677.76
"No","Male",36,"UK","Yes",20754.02,843.92
"No","Male",38,"GR","Yes",19127.35,1221.94
"No","Male",36,"UK","No",39515.84,1041.09
"Yes","Male",37,"GE","No",35508.68,1844.88
"No","Female",39,"DE","No",35590.23,18.9
"No","Male",41,"SP","No",35590.23,18.9
"No","Male",37,"GE","Yes",18575.41,599.47
"No","Male",42,"GR","Yes",14672.93,310.2
"No","Male",36,"GE","No",45957.24,1575.71
"No","Male",34,"FR","No",45957.24,1575.71
"No","Male",39,"GE","No",42297.46,463
"No","Male",36,"UK","Yes",26505.34,731.51
"No","Male",39,"SP","Yes",27054.89,468.27
"No","Male",41,"GR","No",37993.04,219.15
"No","Male",36,"GE","Yes",11059.57,1381.64
"No","Female",39,"UK","No",43377.11,1357.91
"No","Female",40,"GE","No",23349.83,1032.63
"No","Female",35,"UK","No",38521.87,1468.79
"No","Male",43,"IT","No",38521.87,1468.79
"No","Female",35,"GE","No",13405.21,938.11
"No","Female",41,"GE","No",13405.21,938.11
"Yes","Male",40,"UK","No",29415.75,1969.94
"No","Male",36,"GE","No",54323.42,1630.48
"No","Male",37,"UK","No",28310.49,947.24
"No","Female",44,"GE","No",40828.14,537.4
"No","Male",38,"FR","Yes",14859.24,1292.57
"No","Male",40,"GR","No",36957.68,699.34
"No","Male",52,"GE","Yes",16561.26,963.9
"No","Male",37,"DE","No",25376.1,766.93
"No","Male",44,"UK","No",19482.21,1335.94
"No","Male",35,"GR","No",19482.21,1335.94
"Yes","Male",30,"FR","Yes",16154.46,1647.28
"No","Male",38,"FR","No",46051.92,998.39
"No","Male",45,"IT","Yes",12588.97,412.07
"Yes","Male",33,"GE","Yes",14272.27,1758.41
"No","Male",35,"GR","No",33633.15,933.55
"No","Male",40,"IT","No",36851.91,51.53
"No","Female",40,"IT","No",53398.93,797.74
"No","Male",46,"IT","No",62764.1,1217.07
"No","Male",40,"FR","No",33505.49,172
"Yes","Male",43,"SP","Yes",17926.72,2247.42
"No","Female",39,"GE","No",52645.66,993.77
"No","Male",39,"FR","No",34824.85,997.38
"No","Male",52,"SP","Yes",12139.06,652.37
"No","Male",33,"UK","No",31995.49,1429.49
"No","Female",34,"IT","No",33036.24,889.31
"No","Male",45,"IT","No",33452.59,1429.88
"No","Male",32,"GR","No",45309.95,1043.39
"No","Male",36,"GR","No",49925.07,146.76
"No","Male",35,"DE","No",49925.07,146.76
"No","Male",41,"PO","No",32628.64,641.8
"No","Female",38,"FR","No",42862.49,379.6
"Yes","Male",36,"FR","Yes",17391.78,1102.43
"No","Female",35,"FR","Yes",20108.1,974.01
"No","Male",41,"DE","Yes",20108.1,974.01
"No","Male",37,"FR","No",39977.13,835.19
"No","Female",40,"FR","No",37088.84,757.91
"No","Male",48,"DE","No",41475.98,699.29
"No","Male",37,"FR","No",35402.27,697.67
"No","Male",51,"FR","No",30178.58,484.22
"No","Male",32,"IT","Yes",16157.87,862.9
"No","Male",39,"GR","Yes",14813.34,780.51
"No","Male",39,"DE","Yes",13274.73,1579.99
"No","Female",37,"FR","No",37656.85,514.85
"No","Male",46,"GE","No",44997.36,2087.68
"No","Male",45,"GE","No",37663.23,1131.41
"No","Female",38,"GR","No",37663.23,1131.41
"No","Male",47,"DE","No",45774.38,759.03
"No","Male",38,"DE","No",39911.43,792.36
"No","Male",37,"FR","No",45077.57,5
"No","Female",38,"GE","No",58953.09,1347.64
"No","Male",47,"GE","Yes",15375.15,365.22
"No","Female",38,"SP","No",48125.65,1115.74
"Yes","Male",35,"UK","No",24152.26,1801.8
"No","Male",37,"IT","No",42685.11,1096.25
"No","Male",37,"UK","No",40490.43,628.86
"No","Male",48,"GE","No",35293.19,309.52
"No","Male",38,"UK","Yes",15293.87,898.63
"No","Male",43,"FR","No",45360.93,399.44
"No","Female",37,"UK","No",45360.93,399.44
"No","Male",36,"UK","No",32107.31,854.02
"No","Male",38,"IT","No",32936.06,1094.81
"No","Male",39,"SP","No",36747.9,1623.69
"No","Female",38,"FR","No",28215.48,439.96
"No","Male",39,"IT","No",36091.38,1649.92
"No","Male",40,"UK","No",26379.89,809
"No","Male",32,"DE","No",26379.89,809
"No","Male",40,"UK","No",41581.2,853.25
"Yes","Female",36,"FR","No",35067.43,1741.91
"No","Male",43,"DE","Yes",19213.39,1171.44
"No","Female",53,"GE","No",52921.85,1053.41
"No","Female",37,"GE","No",27065.71,528.96
"No","Male",34,"IT","No",48652.17,662.7
"Yes","Female",37,"GE","No",44260.16,1823.64
"No","Male",46,"UK","No",23889.68,929.02
"No","Male",37,"IT","Yes",19809.1,282.25
"No","Male",39,"GE","No",30337.14,471.35
"Yes","Male",30,"GE","No",43817.5,2075.33
"No","Male",38,"UK","No",40987.49,924.44
"No","Male",36,"GE","No",31252.65,857.15
"No","Male",35,"UK","No",45573.38,1046.01
"No","Female",41,"FR","No",32512.2,691.89
"No","Male",50,"FR","No",46713.63,630.23
"No","Male",39,"GE","Yes",16727.66,1353.49
"No","Male",39,"UK","Yes",15477.35,603.58
"No","Male",42,"PO","Yes",15477.35,603.58
"No","Female",39,"GE","No",37395.72,380.17
"No","Male",37,"UK","No",29898.01,456
"No","Female",36,"UK","No",30516.26,1043.1
"No","Male",40,"SP","No",27790.07,271.94
"No","Male",38,"UK","Yes",12660.81,597.11
"No","Male",47,"IT","Yes",9879.12,513.84
"No","Male",41,"GE","No",36671.66,1355.64
"No","Male",42,"FR","Yes",18401.98,219.73
"No","Female",43,"FR","Yes",23199.98,856.56
"No","Female",33,"GE","Yes",17101.43,1376.34
"No","Female",36,"UK","No",26586.53,297.68
"No","Male",36,"GE","No",25920.86,1205.59
"No","Male",35,"GE","No",24193.61,1943.93
"No","Male",38,"GE","No",49260.63,685.64
"No","Female",37,"UK","No",44648.7,651.37
"No","Male",38,"GE","No",29914.18,511.61
"No","Male",35,"DE","No",29914.18,511.61
"No","Male",48,"UK","Yes",23319.65,644.41
